"Country or Area","Year(s)","Variant","Value"
"Faroe Islands","2061","Medium","61.811"
"Faroe Islands","2061","High","69.141"
"Faroe Islands","2061","Low","54.898"
"Faroe Islands","2061","Constant fertility","67.856"
"Faroe Islands","2061","Instant replacement","56.991"
"Faroe Islands","2061","Zero migration","61.811"
"Faroe Islands","2061","Constant mortality","58.74"
"Faroe Islands","2061","No change","64.751"
"Faroe Islands","2061","Momentum","53.956"
"Faroe Islands","2061","Instant replacement zero migration","56.991"
"Faroe Islands","2061","Median PI","61.811"
"Faroe Islands","2061","Upper 80 PI","67.937"
"Faroe Islands","2061","Lower 80 PI","57.079"
"Faroe Islands","2061","Upper 95 PI","71.405"
"Faroe Islands","2061","Lower 95 PI","54.787"
"Faroe Islands","2060","Medium","61.59"
"Faroe Islands","2060","High","68.583"
"Faroe Islands","2060","Low","54.958"
"Faroe Islands","2060","Constant fertility","67.294"
"Faroe Islands","2060","Instant replacement","56.91"
"Faroe Islands","2060","Zero migration","61.59"
"Faroe Islands","2060","Constant mortality","58.619"
"Faroe Islands","2060","No change","64.293"
"Faroe Islands","2060","Momentum","53.965"
"Faroe Islands","2060","Instant replacement zero migration","56.91"
"Faroe Islands","2060","Median PI","61.59"
"Faroe Islands","2060","Upper 80 PI","67.456"
"Faroe Islands","2060","Lower 80 PI","56.994"
"Faroe Islands","2060","Upper 95 PI","70.853"
"Faroe Islands","2060","Lower 95 PI","54.825"
"Faroe Islands","2059","Medium","61.374"
"Faroe Islands","2059","High","68.04"
"Faroe Islands","2059","Low","55.012"
"Faroe Islands","2059","Constant fertility","66.752"
"Faroe Islands","2059","Instant replacement","56.838"
"Faroe Islands","2059","Zero migration","61.374"
"Faroe Islands","2059","Constant mortality","58.504"
"Faroe Islands","2059","No change","63.852"
"Faroe Islands","2059","Momentum","53.988"
"Faroe Islands","2059","Instant replacement zero migration","56.838"
"Faroe Islands","2059","Median PI","61.374"
"Faroe Islands","2059","Upper 80 PI","67.003"
"Faroe Islands","2059","Lower 80 PI","56.958"
"Faroe Islands","2059","Upper 95 PI","70.323"
"Faroe Islands","2059","Lower 95 PI","54.887"
"Faroe Islands","2058","Medium","61.165"
"Faroe Islands","2058","High","67.519"
"Faroe Islands","2058","Low","55.069"
"Faroe Islands","2058","Constant fertility","66.231"
"Faroe Islands","2058","Instant replacement","56.775"
"Faroe Islands","2058","Zero migration","61.165"
"Faroe Islands","2058","Constant mortality","58.383"
"Faroe Islands","2058","No change","63.425"
"Faroe Islands","2058","Momentum","54.016"
"Faroe Islands","2058","Instant replacement zero migration","56.775"
"Faroe Islands","2058","Median PI","61.165"
"Faroe Islands","2058","Upper 80 PI","66.539"
"Faroe Islands","2058","Lower 80 PI","56.913"
"Faroe Islands","2058","Upper 95 PI","69.77"
"Faroe Islands","2058","Lower 95 PI","54.91"
"Faroe Islands","2057","Medium","60.955"
"Faroe Islands","2057","High","67.01"
"Faroe Islands","2057","Low","55.123"
"Faroe Islands","2057","Constant fertility","65.727"
"Faroe Islands","2057","Instant replacement","56.715"
"Faroe Islands","2057","Zero migration","60.955"
"Faroe Islands","2057","Constant mortality","58.26"
"Faroe Islands","2057","No change","63.011"
"Faroe Islands","2057","Momentum","54.041"
"Faroe Islands","2057","Instant replacement zero migration","56.715"
"Faroe Islands","2057","Median PI","60.955"
"Faroe Islands","2057","Upper 80 PI","66.079"
"Faroe Islands","2057","Lower 80 PI","56.818"
"Faroe Islands","2057","Upper 95 PI","69.23"
"Faroe Islands","2057","Lower 95 PI","54.847"
"Faroe Islands","2056","Medium","60.742"
"Faroe Islands","2056","High","66.505"
"Faroe Islands","2056","Low","55.161"
"Faroe Islands","2056","Constant fertility","65.233"
"Faroe Islands","2056","Instant replacement","56.65"
"Faroe Islands","2056","Zero migration","60.742"
"Faroe Islands","2056","Constant mortality","58.142"
"Faroe Islands","2056","No change","62.614"
"Faroe Islands","2056","Momentum","54.069"
"Faroe Islands","2056","Instant replacement zero migration","56.65"
"Faroe Islands","2056","Median PI","60.742"
"Faroe Islands","2056","Upper 80 PI","65.63"
"Faroe Islands","2056","Lower 80 PI","56.725"
"Faroe Islands","2056","Upper 95 PI","68.681"
"Faroe Islands","2056","Lower 95 PI","54.794"
"Faroe Islands","2055","Medium","60.527"
"Faroe Islands","2055","High","66.01"
"Faroe Islands","2055","Low","55.189"
"Faroe Islands","2055","Constant fertility","64.749"
"Faroe Islands","2055","Instant replacement","56.579"
"Faroe Islands","2055","Zero migration","60.527"
"Faroe Islands","2055","Constant mortality","58.031"
"Faroe Islands","2055","No change","62.235"
"Faroe Islands","2055","Momentum","54.097"
"Faroe Islands","2055","Instant replacement zero migration","56.579"
"Faroe Islands","2055","Median PI","60.527"
"Faroe Islands","2055","Upper 80 PI","65.183"
"Faroe Islands","2055","Lower 80 PI","56.648"
"Faroe Islands","2055","Upper 95 PI","68.111"
"Faroe Islands","2055","Lower 95 PI","54.776"
"Faroe Islands","2054","Medium","60.312"
"Faroe Islands","2054","High","65.529"
"Faroe Islands","2054","Low","55.207"
"Faroe Islands","2054","Constant fertility","64.279"
"Faroe Islands","2054","Instant replacement","56.502"
"Faroe Islands","2054","Zero migration","60.312"
"Faroe Islands","2054","Constant mortality","57.917"
"Faroe Islands","2054","No change","61.864"
"Faroe Islands","2054","Momentum","54.115"
"Faroe Islands","2054","Instant replacement zero migration","56.502"
"Faroe Islands","2054","Median PI","60.312"
"Faroe Islands","2054","Upper 80 PI","64.738"
"Faroe Islands","2054","Lower 80 PI","56.551"
"Faroe Islands","2054","Upper 95 PI","67.534"
"Faroe Islands","2054","Lower 95 PI","54.742"
"Faroe Islands","2053","Medium","60.096"
"Faroe Islands","2053","High","65.061"
"Faroe Islands","2053","Low","55.215"
"Faroe Islands","2053","Constant fertility","63.818"
"Faroe Islands","2053","Instant replacement","56.415"
"Faroe Islands","2053","Zero migration","60.096"
"Faroe Islands","2053","Constant mortality","57.795"
"Faroe Islands","2053","No change","61.504"
"Faroe Islands","2053","Momentum","54.121"
"Faroe Islands","2053","Instant replacement zero migration","56.415"
"Faroe Islands","2053","Median PI","60.096"
"Faroe Islands","2053","Upper 80 PI","64.288"
"Faroe Islands","2053","Lower 80 PI","56.464"
"Faroe Islands","2053","Upper 95 PI","66.989"
"Faroe Islands","2053","Lower 95 PI","54.715"
"Faroe Islands","2052","Medium","59.885"
"Faroe Islands","2052","High","64.609"
"Faroe Islands","2052","Low","55.219"
"Faroe Islands","2052","Constant fertility","63.37"
"Faroe Islands","2052","Instant replacement","56.321"
"Faroe Islands","2052","Zero migration","59.885"
"Faroe Islands","2052","Constant mortality","57.675"
"Faroe Islands","2052","No change","61.156"
"Faroe Islands","2052","Momentum","54.12"
"Faroe Islands","2052","Instant replacement zero migration","56.321"
"Faroe Islands","2052","Median PI","59.885"
"Faroe Islands","2052","Upper 80 PI","63.853"
"Faroe Islands","2052","Lower 80 PI","56.397"
"Faroe Islands","2052","Upper 95 PI","66.45"
"Faroe Islands","2052","Lower 95 PI","54.701"
"Faroe Islands","2051","Medium","59.668"
"Faroe Islands","2051","High","64.163"
"Faroe Islands","2051","Low","55.214"
"Faroe Islands","2051","Constant fertility","62.929"
"Faroe Islands","2051","Instant replacement","56.21"
"Faroe Islands","2051","Zero migration","59.668"
"Faroe Islands","2051","Constant mortality","57.557"
"Faroe Islands","2051","No change","60.814"
"Faroe Islands","2051","Momentum","54.111"
"Faroe Islands","2051","Instant replacement zero migration","56.21"
"Faroe Islands","2051","Median PI","59.668"
"Faroe Islands","2051","Upper 80 PI","63.477"
"Faroe Islands","2051","Lower 80 PI","56.326"
"Faroe Islands","2051","Upper 95 PI","65.892"
"Faroe Islands","2051","Lower 95 PI","54.655"
"Faroe Islands","2050","Medium","59.444"
"Faroe Islands","2050","High","63.722"
"Faroe Islands","2050","Low","55.197"
"Faroe Islands","2050","Constant fertility","62.492"
"Faroe Islands","2050","Instant replacement","56.082"
"Faroe Islands","2050","Zero migration","59.444"
"Faroe Islands","2050","Constant mortality","57.444"
"Faroe Islands","2050","No change","60.483"
"Faroe Islands","2050","Momentum","54.093"
"Faroe Islands","2050","Instant replacement zero migration","56.082"
"Faroe Islands","2050","Median PI","59.444"
"Faroe Islands","2050","Upper 80 PI","63.101"
"Faroe Islands","2050","Lower 80 PI","56.236"
"Faroe Islands","2050","Upper 95 PI","65.37"
"Faroe Islands","2050","Lower 95 PI","54.576"
"Faroe Islands","2049","Medium","59.221"
"Faroe Islands","2049","High","63.294"
"Faroe Islands","2049","Low","55.172"
"Faroe Islands","2049","Constant fertility","62.062"
"Faroe Islands","2049","Instant replacement","55.946"
"Faroe Islands","2049","Zero migration","59.221"
"Faroe Islands","2049","Constant mortality","57.328"
"Faroe Islands","2049","No change","60.163"
"Faroe Islands","2049","Momentum","54.063"
"Faroe Islands","2049","Instant replacement zero migration","55.946"
"Faroe Islands","2049","Median PI","59.221"
"Faroe Islands","2049","Upper 80 PI","62.691"
"Faroe Islands","2049","Lower 80 PI","56.111"
"Faroe Islands","2049","Upper 95 PI","64.858"
"Faroe Islands","2049","Lower 95 PI","54.51"
"Faroe Islands","2048","Medium","58.999"
"Faroe Islands","2048","High","62.873"
"Faroe Islands","2048","Low","55.142"
"Faroe Islands","2048","Constant fertility","61.639"
"Faroe Islands","2048","Instant replacement","55.805"
"Faroe Islands","2048","Zero migration","58.999"
"Faroe Islands","2048","Constant mortality","57.205"
"Faroe Islands","2048","No change","59.842"
"Faroe Islands","2048","Momentum","54.023"
"Faroe Islands","2048","Instant replacement zero migration","55.805"
"Faroe Islands","2048","Median PI","58.999"
"Faroe Islands","2048","Upper 80 PI","62.298"
"Faroe Islands","2048","Lower 80 PI","56.009"
"Faroe Islands","2048","Upper 95 PI","64.312"
"Faroe Islands","2048","Lower 95 PI","54.466"
"Faroe Islands","2047","Medium","58.772"
"Faroe Islands","2047","High","62.448"
"Faroe Islands","2047","Low","55.105"
"Faroe Islands","2047","Constant fertility","61.222"
"Faroe Islands","2047","Instant replacement","55.658"
"Faroe Islands","2047","Zero migration","58.772"
"Faroe Islands","2047","Constant mortality","57.083"
"Faroe Islands","2047","No change","59.531"
"Faroe Islands","2047","Momentum","53.98"
"Faroe Islands","2047","Instant replacement zero migration","55.658"
"Faroe Islands","2047","Median PI","58.772"
"Faroe Islands","2047","Upper 80 PI","61.927"
"Faroe Islands","2047","Lower 80 PI","55.936"
"Faroe Islands","2047","Upper 95 PI","63.778"
"Faroe Islands","2047","Lower 95 PI","54.409"
"Faroe Islands","2046","Medium","58.536"
"Faroe Islands","2046","High","62.021"
"Faroe Islands","2046","Low","55.057"
"Faroe Islands","2046","Constant fertility","60.809"
"Faroe Islands","2046","Instant replacement","55.504"
"Faroe Islands","2046","Zero migration","58.536"
"Faroe Islands","2046","Constant mortality","56.955"
"Faroe Islands","2046","No change","59.223"
"Faroe Islands","2046","Momentum","53.929"
"Faroe Islands","2046","Instant replacement zero migration","55.504"
"Faroe Islands","2046","Median PI","58.537"
"Faroe Islands","2046","Upper 80 PI","61.546"
"Faroe Islands","2046","Lower 80 PI","55.826"
"Faroe Islands","2046","Upper 95 PI","63.241"
"Faroe Islands","2046","Lower 95 PI","54.356"
"Faroe Islands","2045","Medium","58.303"
"Faroe Islands","2045","High","61.602"
"Faroe Islands","2045","Low","55.01"
"Faroe Islands","2045","Constant fertility","60.403"
"Faroe Islands","2045","Instant replacement","55.349"
"Faroe Islands","2045","Zero migration","58.303"
"Faroe Islands","2045","Constant mortality","56.817"
"Faroe Islands","2045","No change","58.91"
"Faroe Islands","2045","Momentum","53.87"
"Faroe Islands","2045","Instant replacement zero migration","55.349"
"Faroe Islands","2045","Median PI","58.303"
"Faroe Islands","2045","Upper 80 PI","61.159"
"Faroe Islands","2045","Lower 80 PI","55.707"
"Faroe Islands","2045","Upper 95 PI","62.746"
"Faroe Islands","2045","Lower 95 PI","54.308"
"Faroe Islands","2044","Medium","58.063"
"Faroe Islands","2044","High","61.181"
"Faroe Islands","2044","Low","54.953"
"Faroe Islands","2044","Constant fertility","59.997"
"Faroe Islands","2044","Instant replacement","55.191"
"Faroe Islands","2044","Zero migration","58.063"
"Faroe Islands","2044","Constant mortality","56.678"
"Faroe Islands","2044","No change","58.6"
"Faroe Islands","2044","Momentum","53.812"
"Faroe Islands","2044","Instant replacement zero migration","55.191"
"Faroe Islands","2044","Median PI","58.063"
"Faroe Islands","2044","Upper 80 PI","60.759"
"Faroe Islands","2044","Lower 80 PI","55.599"
"Faroe Islands","2044","Upper 95 PI","62.3"
"Faroe Islands","2044","Lower 95 PI","54.275"
"Faroe Islands","2043","Medium","57.822"
"Faroe Islands","2043","High","60.758"
"Faroe Islands","2043","Low","54.889"
"Faroe Islands","2043","Constant fertility","59.591"
"Faroe Islands","2043","Instant replacement","55.031"
"Faroe Islands","2043","Zero migration","57.822"
"Faroe Islands","2043","Constant mortality","56.532"
"Faroe Islands","2043","No change","58.291"
"Faroe Islands","2043","Momentum","53.746"
"Faroe Islands","2043","Instant replacement zero migration","55.031"
"Faroe Islands","2043","Median PI","57.822"
"Faroe Islands","2043","Upper 80 PI","60.349"
"Faroe Islands","2043","Lower 80 PI","55.486"
"Faroe Islands","2043","Upper 95 PI","61.819"
"Faroe Islands","2043","Lower 95 PI","54.238"
"Faroe Islands","2042","Medium","57.586"
"Faroe Islands","2042","High","60.344"
"Faroe Islands","2042","Low","54.83"
"Faroe Islands","2042","Constant fertility","59.196"
"Faroe Islands","2042","Instant replacement","54.878"
"Faroe Islands","2042","Zero migration","57.586"
"Faroe Islands","2042","Constant mortality","56.392"
"Faroe Islands","2042","No change","57.993"
"Faroe Islands","2042","Momentum","53.688"
"Faroe Islands","2042","Instant replacement zero migration","54.878"
"Faroe Islands","2042","Median PI","57.586"
"Faroe Islands","2042","Upper 80 PI","59.956"
"Faroe Islands","2042","Lower 80 PI","55.382"
"Faroe Islands","2042","Upper 95 PI","61.317"
"Faroe Islands","2042","Lower 95 PI","54.168"
"Faroe Islands","2041","Medium","57.34"
"Faroe Islands","2041","High","59.922"
"Faroe Islands","2041","Low","54.758"
"Faroe Islands","2041","Constant fertility","58.797"
"Faroe Islands","2041","Instant replacement","54.717"
"Faroe Islands","2041","Zero migration","57.34"
"Faroe Islands","2041","Constant mortality","56.244"
"Faroe Islands","2041","No change","57.696"
"Faroe Islands","2041","Momentum","53.627"
"Faroe Islands","2041","Instant replacement zero migration","54.717"
"Faroe Islands","2041","Median PI","57.34"
"Faroe Islands","2041","Upper 80 PI","59.562"
"Faroe Islands","2041","Lower 80 PI","55.27"
"Faroe Islands","2041","Upper 95 PI","60.815"
"Faroe Islands","2041","Lower 95 PI","54.089"
"Faroe Islands","2040","Medium","57.089"
"Faroe Islands","2040","High","59.495"
"Faroe Islands","2040","Low","54.683"
"Faroe Islands","2040","Constant fertility","58.401"
"Faroe Islands","2040","Instant replacement","54.554"
"Faroe Islands","2040","Zero migration","57.089"
"Faroe Islands","2040","Constant mortality","56.086"
"Faroe Islands","2040","No change","57.394"
"Faroe Islands","2040","Momentum","53.557"
"Faroe Islands","2040","Instant replacement zero migration","54.554"
"Faroe Islands","2040","Median PI","57.088"
"Faroe Islands","2040","Upper 80 PI","59.167"
"Faroe Islands","2040","Lower 80 PI","55.134"
"Faroe Islands","2040","Upper 95 PI","60.32"
"Faroe Islands","2040","Lower 95 PI","54.027"
"Faroe Islands","2039","Medium","56.839"
"Faroe Islands","2039","High","59.07"
"Faroe Islands","2039","Low","54.607"
"Faroe Islands","2039","Constant fertility","58.013"
"Faroe Islands","2039","Instant replacement","54.398"
"Faroe Islands","2039","Zero migration","56.839"
"Faroe Islands","2039","Constant mortality","55.922"
"Faroe Islands","2039","No change","57.092"
"Faroe Islands","2039","Momentum","53.484"
"Faroe Islands","2039","Instant replacement zero migration","54.398"
"Faroe Islands","2039","Median PI","56.838"
"Faroe Islands","2039","Upper 80 PI","58.784"
"Faroe Islands","2039","Lower 80 PI","54.99"
"Faroe Islands","2039","Upper 95 PI","59.825"
"Faroe Islands","2039","Lower 95 PI","53.986"
"Faroe Islands","2038","Medium","56.581"
"Faroe Islands","2038","High","58.639"
"Faroe Islands","2038","Low","54.523"
"Faroe Islands","2038","Constant fertility","57.626"
"Faroe Islands","2038","Instant replacement","54.24"
"Faroe Islands","2038","Zero migration","56.581"
"Faroe Islands","2038","Constant mortality","55.751"
"Faroe Islands","2038","No change","56.792"
"Faroe Islands","2038","Momentum","53.411"
"Faroe Islands","2038","Instant replacement zero migration","54.24"
"Faroe Islands","2038","Median PI","56.58"
"Faroe Islands","2038","Upper 80 PI","58.383"
"Faroe Islands","2038","Lower 80 PI","54.856"
"Faroe Islands","2038","Upper 95 PI","59.334"
"Faroe Islands","2038","Lower 95 PI","53.942"
"Faroe Islands","2037","Medium","56.315"
"Faroe Islands","2037","High","58.2"
"Faroe Islands","2037","Low","54.43"
"Faroe Islands","2037","Constant fertility","57.242"
"Faroe Islands","2037","Instant replacement","54.081"
"Faroe Islands","2037","Zero migration","56.315"
"Faroe Islands","2037","Constant mortality","55.575"
"Faroe Islands","2037","No change","56.496"
"Faroe Islands","2037","Momentum","53.341"
"Faroe Islands","2037","Instant replacement zero migration","54.081"
"Faroe Islands","2037","Median PI","56.315"
"Faroe Islands","2037","Upper 80 PI","57.981"
"Faroe Islands","2037","Lower 80 PI","54.702"
"Faroe Islands","2037","Upper 95 PI","58.842"
"Faroe Islands","2037","Lower 95 PI","53.879"
"Faroe Islands","2036","Medium","56.048"
"Faroe Islands","2036","High","57.761"
"Faroe Islands","2036","Low","54.334"
"Faroe Islands","2036","Constant fertility","56.864"
"Faroe Islands","2036","Instant replacement","53.925"
"Faroe Islands","2036","Zero migration","56.048"
"Faroe Islands","2036","Constant mortality","55.392"
"Faroe Islands","2036","No change","56.2"
"Faroe Islands","2036","Momentum","53.27"
"Faroe Islands","2036","Instant replacement zero migration","53.925"
"Faroe Islands","2036","Median PI","56.049"
"Faroe Islands","2036","Upper 80 PI","57.587"
"Faroe Islands","2036","Lower 80 PI","54.551"
"Faroe Islands","2036","Upper 95 PI","58.348"
"Faroe Islands","2036","Lower 95 PI","53.782"
"Faroe Islands","2035","Medium","55.786"
"Faroe Islands","2035","High","57.325"
"Faroe Islands","2035","Low","54.242"
"Faroe Islands","2035","Constant fertility","56.496"
"Faroe Islands","2035","Instant replacement","53.778"
"Faroe Islands","2035","Zero migration","55.786"
"Faroe Islands","2035","Constant mortality","55.203"
"Faroe Islands","2035","No change","55.91"
"Faroe Islands","2035","Momentum","53.2"
"Faroe Islands","2035","Instant replacement zero migration","53.778"
"Faroe Islands","2035","Median PI","55.786"
"Faroe Islands","2035","Upper 80 PI","57.192"
"Faroe Islands","2035","Lower 80 PI","54.417"
"Faroe Islands","2035","Upper 95 PI","57.878"
"Faroe Islands","2035","Lower 95 PI","53.677"
"Faroe Islands","2034","Medium","55.526"
"Faroe Islands","2034","High","56.897"
"Faroe Islands","2034","Low","54.153"
"Faroe Islands","2034","Constant fertility","56.138"
"Faroe Islands","2034","Instant replacement","53.639"
"Faroe Islands","2034","Zero migration","55.526"
"Faroe Islands","2034","Constant mortality","55.015"
"Faroe Islands","2034","No change","55.626"
"Faroe Islands","2034","Momentum","53.133"
"Faroe Islands","2034","Instant replacement zero migration","53.639"
"Faroe Islands","2034","Median PI","55.526"
"Faroe Islands","2034","Upper 80 PI","56.805"
"Faroe Islands","2034","Lower 80 PI","54.276"
"Faroe Islands","2034","Upper 95 PI","57.426"
"Faroe Islands","2034","Lower 95 PI","53.573"
"Faroe Islands","2033","Medium","55.276"
"Faroe Islands","2033","High","56.481"
"Faroe Islands","2033","Low","54.07"
"Faroe Islands","2033","Constant fertility","55.795"
"Faroe Islands","2033","Instant replacement","53.513"
"Faroe Islands","2033","Zero migration","55.276"
"Faroe Islands","2033","Constant mortality","54.834"
"Faroe Islands","2033","No change","55.352"
"Faroe Islands","2033","Momentum","53.077"
"Faroe Islands","2033","Instant replacement zero migration","53.513"
"Faroe Islands","2033","Median PI","55.276"
"Faroe Islands","2033","Upper 80 PI","56.432"
"Faroe Islands","2033","Lower 80 PI","54.14"
"Faroe Islands","2033","Upper 95 PI","57.006"
"Faroe Islands","2033","Lower 95 PI","53.502"
"Faroe Islands","2032","Medium","55.038"
"Faroe Islands","2032","High","56.081"
"Faroe Islands","2032","Low","53.995"
"Faroe Islands","2032","Constant fertility","55.471"
"Faroe Islands","2032","Instant replacement","53.401"
"Faroe Islands","2032","Zero migration","55.038"
"Faroe Islands","2032","Constant mortality","54.662"
"Faroe Islands","2032","No change","55.094"
"Faroe Islands","2032","Momentum","53.03"
"Faroe Islands","2032","Instant replacement zero migration","53.401"
"Faroe Islands","2032","Median PI","55.038"
"Faroe Islands","2032","Upper 80 PI","56.072"
"Faroe Islands","2032","Lower 80 PI","54.012"
"Faroe Islands","2032","Upper 95 PI","56.606"
"Faroe Islands","2032","Lower 95 PI","53.446"
"Faroe Islands","2031","Medium","54.804"
"Faroe Islands","2031","High","55.706"
"Faroe Islands","2031","Low","53.906"
"Faroe Islands","2031","Constant fertility","55.16"
"Faroe Islands","2031","Instant replacement","53.301"
"Faroe Islands","2031","Zero migration","54.804"
"Faroe Islands","2031","Constant mortality","54.496"
"Faroe Islands","2031","No change","54.851"
"Faroe Islands","2031","Momentum","52.995"
"Faroe Islands","2031","Instant replacement zero migration","53.301"
"Faroe Islands","2031","Median PI","54.805"
"Faroe Islands","2031","Upper 80 PI","55.721"
"Faroe Islands","2031","Lower 80 PI","53.88"
"Faroe Islands","2031","Upper 95 PI","56.194"
"Faroe Islands","2031","Lower 95 PI","53.377"
"Faroe Islands","2030","Medium","54.583"
"Faroe Islands","2030","High","55.361"
"Faroe Islands","2030","Low","53.807"
"Faroe Islands","2030","Constant fertility","54.867"
"Faroe Islands","2030","Instant replacement","53.217"
"Faroe Islands","2030","Zero migration","54.583"
"Faroe Islands","2030","Constant mortality","54.334"
"Faroe Islands","2030","No change","54.618"
"Faroe Islands","2030","Momentum","52.971"
"Faroe Islands","2030","Instant replacement zero migration","53.217"
"Faroe Islands","2030","Median PI","54.583"
"Faroe Islands","2030","Upper 80 PI","55.384"
"Faroe Islands","2030","Lower 80 PI","53.76"
"Faroe Islands","2030","Upper 95 PI","55.81"
"Faroe Islands","2030","Lower 95 PI","53.327"
"Faroe Islands","2029","Medium","54.377"
"Faroe Islands","2029","High","55.032"
"Faroe Islands","2029","Low","53.722"
"Faroe Islands","2029","Constant fertility","54.597"
"Faroe Islands","2029","Instant replacement","53.151"
"Faroe Islands","2029","Zero migration","54.377"
"Faroe Islands","2029","Constant mortality","54.174"
"Faroe Islands","2029","No change","54.393"
"Faroe Islands","2029","Momentum","52.95"
"Faroe Islands","2029","Instant replacement zero migration","53.151"
"Faroe Islands","2029","Median PI","54.377"
"Faroe Islands","2029","Upper 80 PI","55.065"
"Faroe Islands","2029","Lower 80 PI","53.657"
"Faroe Islands","2029","Upper 95 PI","55.445"
"Faroe Islands","2029","Lower 95 PI","53.301"
"Faroe Islands","2028","Medium","54.175"
"Faroe Islands","2028","High","54.713"
"Faroe Islands","2028","Low","53.639"
"Faroe Islands","2028","Constant fertility","54.34"
"Faroe Islands","2028","Instant replacement","53.096"
"Faroe Islands","2028","Zero migration","54.175"
"Faroe Islands","2028","Constant mortality","54.019"
"Faroe Islands","2028","No change","54.182"
"Faroe Islands","2028","Momentum","52.939"
"Faroe Islands","2028","Instant replacement zero migration","53.096"
"Faroe Islands","2028","Median PI","54.175"
"Faroe Islands","2028","Upper 80 PI","54.762"
"Faroe Islands","2028","Lower 80 PI","53.564"
"Faroe Islands","2028","Upper 95 PI","55.08"
"Faroe Islands","2028","Lower 95 PI","53.26"
"Faroe Islands","2027","Medium","53.982"
"Faroe Islands","2027","High","54.404"
"Faroe Islands","2027","Low","53.563"
"Faroe Islands","2027","Constant fertility","54.099"
"Faroe Islands","2027","Instant replacement","53.053"
"Faroe Islands","2027","Zero migration","53.982"
"Faroe Islands","2027","Constant mortality","53.87"
"Faroe Islands","2027","No change","53.985"
"Faroe Islands","2027","Momentum","52.938"
"Faroe Islands","2027","Instant replacement zero migration","53.053"
"Faroe Islands","2027","Median PI","53.982"
"Faroe Islands","2027","Upper 80 PI","54.477"
"Faroe Islands","2027","Lower 80 PI","53.48"
"Faroe Islands","2027","Upper 95 PI","54.739"
"Faroe Islands","2027","Lower 95 PI","53.216"
"Faroe Islands","2026","Medium","53.801"
"Faroe Islands","2026","High","54.127"
"Faroe Islands","2026","Low","53.477"
"Faroe Islands","2026","Constant fertility","53.877"
"Faroe Islands","2026","Instant replacement","53.026"
"Faroe Islands","2026","Zero migration","53.801"
"Faroe Islands","2026","Constant mortality","53.722"
"Faroe Islands","2026","No change","53.797"
"Faroe Islands","2026","Momentum","52.945"
"Faroe Islands","2026","Instant replacement zero migration","53.026"
"Faroe Islands","2026","Median PI","53.802"
"Faroe Islands","2026","Upper 80 PI","54.208"
"Faroe Islands","2026","Lower 80 PI","53.399"
"Faroe Islands","2026","Upper 95 PI","54.418"
"Faroe Islands","2026","Lower 95 PI","53.178"
"Faroe Islands","2025","Medium","53.623"
"Faroe Islands","2025","High","53.876"
"Faroe Islands","2025","Low","53.37"
"Faroe Islands","2025","Constant fertility","53.665"
"Faroe Islands","2025","Instant replacement","53.005"
"Faroe Islands","2025","Zero migration","53.623"
"Faroe Islands","2025","Constant mortality","53.575"
"Faroe Islands","2025","No change","53.617"
"Faroe Islands","2025","Momentum","52.957"
"Faroe Islands","2025","Instant replacement zero migration","53.005"
"Faroe Islands","2025","Median PI","53.623"
"Faroe Islands","2025","Upper 80 PI","53.941"
"Faroe Islands","2025","Lower 80 PI","53.313"
"Faroe Islands","2025","Upper 95 PI","54.099"
"Faroe Islands","2025","Lower 95 PI","53.138"
"Faroe Islands","2024","Medium","53.444"
"Faroe Islands","2024","High","53.625"
"Faroe Islands","2024","Low","53.263"
"Faroe Islands","2024","Constant fertility","53.464"
"Faroe Islands","2024","Instant replacement","52.992"
"Faroe Islands","2024","Zero migration","53.444"
"Faroe Islands","2024","Constant mortality","53.423"
"Faroe Islands","2024","No change","53.443"
"Faroe Islands","2024","Momentum","52.971"
"Faroe Islands","2024","Instant replacement zero migration","52.992"
"Faroe Islands","2024","Median PI","53.444"
"Faroe Islands","2024","Upper 80 PI","53.671"
"Faroe Islands","2024","Lower 80 PI","53.222"
"Faroe Islands","2024","Upper 95 PI","53.776"
"Faroe Islands","2024","Lower 95 PI","53.101"
"Faroe Islands","2023","Medium","53.27"
"Faroe Islands","2023","High","53.379"
"Faroe Islands","2023","Low","53.161"
"Faroe Islands","2023","Constant fertility","53.275"
"Faroe Islands","2023","Instant replacement","52.992"
"Faroe Islands","2023","Zero migration","53.27"
"Faroe Islands","2023","Constant mortality","53.265"
"Faroe Islands","2023","No change","53.27"
"Faroe Islands","2023","Momentum","52.987"
"Faroe Islands","2023","Instant replacement zero migration","52.992"
"Faroe Islands","2023","Median PI","53.269"
"Faroe Islands","2023","Upper 80 PI","53.404"
"Faroe Islands","2023","Lower 80 PI","53.135"
"Faroe Islands","2023","Upper 95 PI","53.464"
"Faroe Islands","2023","Lower 95 PI","53.06"
"Faroe Islands","2022","Medium","53.09"
"Faroe Islands","2022","High","53.126"
"Faroe Islands","2022","Low","53.053"
"Faroe Islands","2022","Constant fertility","53.09"
"Faroe Islands","2022","Instant replacement","52.995"
"Faroe Islands","2022","Zero migration","53.09"
"Faroe Islands","2022","Constant mortality","53.09"
"Faroe Islands","2022","No change","53.09"
"Faroe Islands","2022","Momentum","52.995"
"Faroe Islands","2022","Instant replacement zero migration","52.995"
"Faroe Islands","2022","Median PI","53.09"
"Faroe Islands","2022","Upper 80 PI","53.134"
