"Country or Area","Year(s)","Variant","Value"
"Greenland","2055","Instant replacement zero migration","60.361"
"Greenland","2055","Median PI","52.873"
"Greenland","2055","Upper 80 PI","57.163"
"Greenland","2055","Lower 80 PI","48.783"
"Greenland","2055","Upper 95 PI","59.868"
"Greenland","2055","Lower 95 PI","46.712"
"Greenland","2054","Medium","53.094"
"Greenland","2054","High","58.725"
"Greenland","2054","Low","47.721"
"Greenland","2054","Constant fertility","54.285"
"Greenland","2054","Instant replacement","56.017"
"Greenland","2054","Zero migration","57.21"
"Greenland","2054","Constant mortality","51.136"
"Greenland","2054","No change","52.322"
"Greenland","2054","Momentum","58.261"
"Greenland","2054","Instant replacement zero migration","60.291"
"Greenland","2054","Median PI","53.094"
"Greenland","2054","Upper 80 PI","57.213"
"Greenland","2054","Lower 80 PI","49.106"
"Greenland","2054","Upper 95 PI","59.795"
"Greenland","2054","Lower 95 PI","47.149"
"Greenland","2053","Medium","53.315"
"Greenland","2053","High","58.693"
"Greenland","2053","Low","48.157"
"Greenland","2053","Constant fertility","54.45"
"Greenland","2053","Instant replacement","56.099"
"Greenland","2053","Zero migration","57.294"
"Greenland","2053","Constant mortality","51.438"
"Greenland","2053","No change","52.566"
"Greenland","2053","Momentum","58.286"
"Greenland","2053","Instant replacement zero migration","60.224"
"Greenland","2053","Median PI","53.315"
"Greenland","2053","Upper 80 PI","57.273"
"Greenland","2053","Lower 80 PI","49.433"
"Greenland","2053","Upper 95 PI","59.767"
"Greenland","2053","Lower 95 PI","47.558"
"Greenland","2052","Medium","53.542"
"Greenland","2052","High","58.673"
"Greenland","2052","Low","48.595"
"Greenland","2052","Constant fertility","54.62"
"Greenland","2052","Instant replacement","56.193"
"Greenland","2052","Zero migration","57.381"
"Greenland","2052","Constant mortality","51.746"
"Greenland","2052","No change","52.816"
"Greenland","2052","Momentum","58.316"
"Greenland","2052","Instant replacement zero migration","60.163"
"Greenland","2052","Median PI","53.542"
"Greenland","2052","Upper 80 PI","57.345"
"Greenland","2052","Lower 80 PI","49.789"
"Greenland","2052","Upper 95 PI","59.755"
"Greenland","2052","Lower 95 PI","47.953"
"Greenland","2051","Medium","53.77"
"Greenland","2051","High","58.661"
"Greenland","2051","Low","49.03"
"Greenland","2051","Constant fertility","54.788"
"Greenland","2051","Instant replacement","56.286"
"Greenland","2051","Zero migration","57.47"
"Greenland","2051","Constant mortality","52.064"
"Greenland","2051","No change","53.074"
"Greenland","2051","Momentum","58.347"
"Greenland","2051","Instant replacement zero migration","60.109"
"Greenland","2051","Median PI","53.769"
"Greenland","2051","Upper 80 PI","57.414"
"Greenland","2051","Lower 80 PI","50.142"
"Greenland","2051","Upper 95 PI","59.687"
"Greenland","2051","Lower 95 PI","48.331"
"Greenland","2050","Medium","53.997"
"Greenland","2050","High","58.653"
"Greenland","2050","Low","49.459"
"Greenland","2050","Constant fertility","54.953"
"Greenland","2050","Instant replacement","56.383"
"Greenland","2050","Zero migration","57.556"
"Greenland","2050","Constant mortality","52.376"
"Greenland","2050","No change","53.33"
"Greenland","2050","Momentum","58.383"
"Greenland","2050","Instant replacement zero migration","60.057"
"Greenland","2050","Median PI","53.997"
"Greenland","2050","Upper 80 PI","57.507"
"Greenland","2050","Lower 80 PI","50.489"
"Greenland","2050","Upper 95 PI","59.634"
"Greenland","2050","Lower 95 PI","48.736"
"Greenland","2049","Medium","54.22"
"Greenland","2049","High","58.651"
"Greenland","2049","Low","49.88"
"Greenland","2049","Constant fertility","55.12"
"Greenland","2049","Instant replacement","56.483"
"Greenland","2049","Zero migration","57.639"
"Greenland","2049","Constant mortality","52.676"
"Greenland","2049","No change","53.574"
"Greenland","2049","Momentum","58.428"
"Greenland","2049","Instant replacement zero migration","60.01"
"Greenland","2049","Median PI","54.22"
"Greenland","2049","Upper 80 PI","57.616"
"Greenland","2049","Lower 80 PI","50.833"
"Greenland","2049","Upper 95 PI","59.63"
"Greenland","2049","Lower 95 PI","49.184"
"Greenland","2048","Medium","54.434"
"Greenland","2048","High","58.648"
"Greenland","2048","Low","50.291"
"Greenland","2048","Constant fertility","55.277"
"Greenland","2048","Instant replacement","56.58"
"Greenland","2048","Zero migration","57.722"
"Greenland","2048","Constant mortality","52.974"
"Greenland","2048","No change","53.816"
"Greenland","2048","Momentum","58.474"
"Greenland","2048","Instant replacement zero migration","59.965"
"Greenland","2048","Median PI","54.434"
"Greenland","2048","Upper 80 PI","57.716"
"Greenland","2048","Lower 80 PI","51.186"
"Greenland","2048","Upper 95 PI","59.559"
"Greenland","2048","Lower 95 PI","49.564"
"Greenland","2047","Medium","54.649"
"Greenland","2047","High","58.654"
"Greenland","2047","Low","50.7"
"Greenland","2047","Constant fertility","55.435"
"Greenland","2047","Instant replacement","56.68"
"Greenland","2047","Zero migration","57.804"
"Greenland","2047","Constant mortality","53.277"
"Greenland","2047","No change","54.065"
"Greenland","2047","Momentum","58.528"
"Greenland","2047","Instant replacement zero migration","59.926"
"Greenland","2047","Median PI","54.649"
"Greenland","2047","Upper 80 PI","57.816"
"Greenland","2047","Lower 80 PI","51.557"
"Greenland","2047","Upper 95 PI","59.503"
"Greenland","2047","Lower 95 PI","49.921"
"Greenland","2046","Medium","54.866"
"Greenland","2046","High","58.668"
"Greenland","2046","Low","51.11"
"Greenland","2046","Constant fertility","55.597"
"Greenland","2046","Instant replacement","56.783"
"Greenland","2046","Zero migration","57.886"
"Greenland","2046","Constant mortality","53.583"
"Greenland","2046","No change","54.311"
"Greenland","2046","Momentum","58.577"
"Greenland","2046","Instant replacement zero migration","59.889"
"Greenland","2046","Median PI","54.866"
"Greenland","2046","Upper 80 PI","57.921"
"Greenland","2046","Lower 80 PI","51.924"
"Greenland","2046","Upper 95 PI","59.493"
"Greenland","2046","Lower 95 PI","50.347"
"Greenland","2045","Medium","55.077"
"Greenland","2045","High","58.677"
"Greenland","2045","Low","51.508"
"Greenland","2045","Constant fertility","55.751"
"Greenland","2045","Instant replacement","56.886"
"Greenland","2045","Zero migration","57.96"
"Greenland","2045","Constant mortality","53.886"
"Greenland","2045","No change","54.553"
"Greenland","2045","Momentum","58.624"
"Greenland","2045","Instant replacement zero migration","59.851"
"Greenland","2045","Median PI","55.076"
"Greenland","2045","Upper 80 PI","58.006"
"Greenland","2045","Lower 80 PI","52.285"
"Greenland","2045","Upper 95 PI","59.479"
"Greenland","2045","Lower 95 PI","50.746"
"Greenland","2044","Medium","55.286"
"Greenland","2044","High","58.691"
"Greenland","2044","Low","51.898"
"Greenland","2044","Constant fertility","55.901"
"Greenland","2044","Instant replacement","56.992"
"Greenland","2044","Zero migration","58.026"
"Greenland","2044","Constant mortality","54.181"
"Greenland","2044","No change","54.795"
"Greenland","2044","Momentum","58.677"
"Greenland","2044","Instant replacement zero migration","59.809"
"Greenland","2044","Median PI","55.286"
"Greenland","2044","Upper 80 PI","58.083"
"Greenland","2044","Lower 80 PI","52.633"
"Greenland","2044","Upper 95 PI","59.464"
"Greenland","2044","Lower 95 PI","51.095"
"Greenland","2043","Medium","55.492"
"Greenland","2043","High","58.71"
"Greenland","2043","Low","52.283"
"Greenland","2043","Constant fertility","56.053"
"Greenland","2043","Instant replacement","57.099"
"Greenland","2043","Zero migration","58.094"
"Greenland","2043","Constant mortality","54.467"
"Greenland","2043","No change","55.029"
"Greenland","2043","Momentum","58.723"
"Greenland","2043","Instant replacement zero migration","59.772"
"Greenland","2043","Median PI","55.492"
"Greenland","2043","Upper 80 PI","58.142"
"Greenland","2043","Lower 80 PI","52.968"
"Greenland","2043","Upper 95 PI","59.44"
"Greenland","2043","Lower 95 PI","51.473"
"Greenland","2042","Medium","55.685"
"Greenland","2042","High","58.721"
"Greenland","2042","Low","52.657"
"Greenland","2042","Constant fertility","56.198"
"Greenland","2042","Instant replacement","57.198"
"Greenland","2042","Zero migration","58.156"
"Greenland","2042","Constant mortality","54.742"
"Greenland","2042","No change","55.252"
"Greenland","2042","Momentum","58.77"
"Greenland","2042","Instant replacement zero migration","59.732"
"Greenland","2042","Median PI","55.685"
"Greenland","2042","Upper 80 PI","58.189"
"Greenland","2042","Lower 80 PI","53.291"
"Greenland","2042","Upper 95 PI","59.409"
"Greenland","2042","Lower 95 PI","51.853"
"Greenland","2041","Medium","55.868"
"Greenland","2041","High","58.725"
"Greenland","2041","Low","53.019"
"Greenland","2041","Constant fertility","56.333"
"Greenland","2041","Instant replacement","57.292"
"Greenland","2041","Zero migration","58.208"
"Greenland","2041","Constant mortality","55.005"
"Greenland","2041","No change","55.468"
"Greenland","2041","Momentum","58.818"
"Greenland","2041","Instant replacement zero migration","59.685"
"Greenland","2041","Median PI","55.868"
"Greenland","2041","Upper 80 PI","58.235"
"Greenland","2041","Lower 80 PI","53.593"
"Greenland","2041","Upper 95 PI","59.367"
"Greenland","2041","Lower 95 PI","52.207"
"Greenland","2040","Medium","56.041"
"Greenland","2040","High","58.722"
"Greenland","2040","Low","53.362"
"Greenland","2040","Constant fertility","56.458"
"Greenland","2040","Instant replacement","57.377"
"Greenland","2040","Zero migration","58.252"
"Greenland","2040","Constant mortality","55.266"
"Greenland","2040","No change","55.683"
"Greenland","2040","Momentum","58.853"
"Greenland","2040","Instant replacement zero migration","59.638"
"Greenland","2040","Median PI","56.041"
"Greenland","2040","Upper 80 PI","58.262"
"Greenland","2040","Lower 80 PI","53.897"
"Greenland","2040","Upper 95 PI","59.344"
"Greenland","2040","Lower 95 PI","52.563"
"Greenland","2039","Medium","56.208"
"Greenland","2039","High","58.717"
"Greenland","2039","Low","53.7"
"Greenland","2039","Constant fertility","56.581"
"Greenland","2039","Instant replacement","57.459"
"Greenland","2039","Zero migration","58.289"
"Greenland","2039","Constant mortality","55.52"
"Greenland","2039","No change","55.891"
"Greenland","2039","Momentum","58.883"
"Greenland","2039","Instant replacement zero migration","59.584"
"Greenland","2039","Median PI","56.208"
"Greenland","2039","Upper 80 PI","58.292"
"Greenland","2039","Lower 80 PI","54.196"
"Greenland","2039","Upper 95 PI","59.322"
"Greenland","2039","Lower 95 PI","52.958"
"Greenland","2038","Medium","56.371"
"Greenland","2038","High","58.709"
"Greenland","2038","Low","54.036"
"Greenland","2038","Constant fertility","56.703"
"Greenland","2038","Instant replacement","57.541"
"Greenland","2038","Zero migration","58.319"
"Greenland","2038","Constant mortality","55.756"
"Greenland","2038","No change","56.086"
"Greenland","2038","Momentum","58.902"
"Greenland","2038","Instant replacement zero migration","59.526"
"Greenland","2038","Median PI","56.371"
"Greenland","2038","Upper 80 PI","58.328"
"Greenland","2038","Lower 80 PI","54.472"
"Greenland","2038","Upper 95 PI","59.276"
"Greenland","2038","Lower 95 PI","53.346"
"Greenland","2037","Medium","56.526"
"Greenland","2037","High","58.693"
"Greenland","2037","Low","54.362"
"Greenland","2037","Constant fertility","56.818"
"Greenland","2037","Instant replacement","57.618"
"Greenland","2037","Zero migration","58.338"
"Greenland","2037","Constant mortality","55.979"
"Greenland","2037","No change","56.27"
"Greenland","2037","Momentum","58.904"
"Greenland","2037","Instant replacement zero migration","59.462"
"Greenland","2037","Median PI","56.526"
"Greenland","2037","Upper 80 PI","58.359"
"Greenland","2037","Lower 80 PI","54.747"
"Greenland","2037","Upper 95 PI","59.243"
"Greenland","2037","Lower 95 PI","53.708"
"Greenland","2036","Medium","56.665"
"Greenland","2036","High","58.66"
"Greenland","2036","Low","54.669"
"Greenland","2036","Constant fertility","56.917"
"Greenland","2036","Instant replacement","57.678"
"Greenland","2036","Zero migration","58.346"
"Greenland","2036","Constant mortality","56.187"
"Greenland","2036","No change","56.439"
"Greenland","2036","Momentum","58.906"
"Greenland","2036","Instant replacement zero migration","59.386"
"Greenland","2036","Median PI","56.665"
"Greenland","2036","Upper 80 PI","58.365"
"Greenland","2036","Lower 80 PI","55.013"
"Greenland","2036","Upper 95 PI","59.188"
"Greenland","2036","Lower 95 PI","54.063"
"Greenland","2035","Medium","56.785"
"Greenland","2035","High","58.61"
"Greenland","2035","Low","54.959"
"Greenland","2035","Constant fertility","57.004"
"Greenland","2035","Instant replacement","57.72"
"Greenland","2035","Zero migration","58.344"
"Greenland","2035","Constant mortality","56.377"
"Greenland","2035","No change","56.594"
"Greenland","2035","Momentum","58.891"
"Greenland","2035","Instant replacement zero migration","59.303"
"Greenland","2035","Median PI","56.785"
"Greenland","2035","Upper 80 PI","58.354"
"Greenland","2035","Lower 80 PI","55.271"
"Greenland","2035","Upper 95 PI","59.108"
"Greenland","2035","Lower 95 PI","54.395"
"Greenland","2034","Medium","56.901"
"Greenland","2034","High","58.554"
"Greenland","2034","Low","55.246"
"Greenland","2034","Constant fertility","57.087"
"Greenland","2034","Instant replacement","57.759"
"Greenland","2034","Zero migration","58.333"
"Greenland","2034","Constant mortality","56.55"
"Greenland","2034","No change","56.736"
"Greenland","2034","Momentum","58.852"
"Greenland","2034","Instant replacement zero migration","59.214"
"Greenland","2034","Median PI","56.9"
"Greenland","2034","Upper 80 PI","58.342"
"Greenland","2034","Lower 80 PI","55.528"
"Greenland","2034","Upper 95 PI","59.04"
"Greenland","2034","Lower 95 PI","54.711"
"Greenland","2033","Medium","57.002"
"Greenland","2033","High","58.481"
"Greenland","2033","Low","55.518"
"Greenland","2033","Constant fertility","57.157"
"Greenland","2033","Instant replacement","57.783"
"Greenland","2033","Zero migration","58.3"
"Greenland","2033","Constant mortality","56.702"
"Greenland","2033","No change","56.858"
"Greenland","2033","Momentum","58.796"
"Greenland","2033","Instant replacement zero migration","59.101"
"Greenland","2033","Median PI","57.002"
"Greenland","2033","Upper 80 PI","58.321"
"Greenland","2033","Lower 80 PI","55.752"
"Greenland","2033","Upper 95 PI","58.97"
"Greenland","2033","Lower 95 PI","54.997"
"Greenland","2032","Medium","57.071"
"Greenland","2032","High","58.38"
"Greenland","2032","Low","55.763"
"Greenland","2032","Constant fertility","57.2"
"Greenland","2032","Instant replacement","57.778"
"Greenland","2032","Zero migration","58.249"
"Greenland","2032","Constant mortality","56.826"
"Greenland","2032","No change","56.956"
"Greenland","2032","Momentum","58.718"
"Greenland","2032","Instant replacement zero migration","58.971"
"Greenland","2032","Median PI","57.071"
"Greenland","2032","Upper 80 PI","58.26"
"Greenland","2032","Lower 80 PI","55.927"
"Greenland","2032","Upper 95 PI","58.856"
"Greenland","2032","Lower 95 PI","55.244"
"Greenland","2031","Medium","57.12"
"Greenland","2031","High","58.271"
"Greenland","2031","Low","55.969"
"Greenland","2031","Constant fertility","57.226"
"Greenland","2031","Instant replacement","57.755"
"Greenland","2031","Zero migration","58.181"
"Greenland","2031","Constant mortality","56.928"
"Greenland","2031","No change","57.035"
"Greenland","2031","Momentum","58.621"
"Greenland","2031","Instant replacement zero migration","58.825"
"Greenland","2031","Median PI","57.12"
"Greenland","2031","Upper 80 PI","58.177"
"Greenland","2031","Lower 80 PI","56.089"
"Greenland","2031","Upper 95 PI","58.718"
"Greenland","2031","Lower 95 PI","55.477"
"Greenland","2030","Medium","57.152"
"Greenland","2030","High","58.158"
"Greenland","2030","Low","56.144"
"Greenland","2030","Constant fertility","57.236"
"Greenland","2030","Instant replacement","57.713"
"Greenland","2030","Zero migration","58.09"
"Greenland","2030","Constant mortality","56.997"
"Greenland","2030","No change","57.086"
"Greenland","2030","Momentum","58.497"
"Greenland","2030","Instant replacement zero migration","58.659"
"Greenland","2030","Median PI","57.152"
"Greenland","2030","Upper 80 PI","58.089"
"Greenland","2030","Lower 80 PI","56.24"
"Greenland","2030","Upper 95 PI","58.576"
"Greenland","2030","Lower 95 PI","55.692"
"Greenland","2029","Medium","57.156"
"Greenland","2029","High","58.018"
"Greenland","2029","Low","56.294"
"Greenland","2029","Constant fertility","57.223"
"Greenland","2029","Instant replacement","57.644"
"Greenland","2029","Zero migration","57.971"
"Greenland","2029","Constant mortality","57.035"
"Greenland","2029","No change","57.106"
"Greenland","2029","Momentum","58.343"
"Greenland","2029","Instant replacement zero migration","58.466"
"Greenland","2029","Median PI","57.156"
"Greenland","2029","Upper 80 PI","57.971"
"Greenland","2029","Lower 80 PI","56.357"
"Greenland","2029","Upper 95 PI","58.412"
"Greenland","2029","Lower 95 PI","55.875"
"Greenland","2028","Medium","57.134"
"Greenland","2028","High","57.849"
"Greenland","2028","Low","56.419"
"Greenland","2028","Constant fertility","57.187"
"Greenland","2028","Instant replacement","57.551"
"Greenland","2028","Zero migration","57.828"
"Greenland","2028","Constant mortality","57.046"
"Greenland","2028","No change","57.099"
"Greenland","2028","Momentum","58.164"
"Greenland","2028","Instant replacement zero migration","58.252"
"Greenland","2028","Median PI","57.134"
"Greenland","2028","Upper 80 PI","57.831"
"Greenland","2028","Lower 80 PI","56.457"
"Greenland","2028","Upper 95 PI","58.206"
"Greenland","2028","Lower 95 PI","56.033"
"Greenland","2027","Medium","57.089"
"Greenland","2027","High","57.655"
"Greenland","2027","Low","56.524"
"Greenland","2027","Constant fertility","57.127"
"Greenland","2027","Instant replacement","57.437"
"Greenland","2027","Zero migration","57.671"
"Greenland","2027","Constant mortality","57.025"
"Greenland","2027","No change","57.062"
"Greenland","2027","Momentum","57.962"
"Greenland","2027","Instant replacement zero migration","58.025"
"Greenland","2027","Median PI","57.088"
"Greenland","2027","Upper 80 PI","57.665"
"Greenland","2027","Lower 80 PI","56.532"
"Greenland","2027","Upper 95 PI","57.971"
"Greenland","2027","Lower 95 PI","56.169"
"Greenland","2026","Medium","57.017"
"Greenland","2026","High","57.461"
"Greenland","2026","Low","56.575"
"Greenland","2026","Constant fertility","57.042"
"Greenland","2026","Instant replacement","57.297"
"Greenland","2026","Zero migration","57.489"
"Greenland","2026","Constant mortality","56.978"
"Greenland","2026","No change","57.003"
"Greenland","2026","Momentum","57.734"
"Greenland","2026","Instant replacement zero migration","57.773"
"Greenland","2026","Median PI","57.016"
"Greenland","2026","Upper 80 PI","57.48"
"Greenland","2026","Lower 80 PI","56.566"
"Greenland","2026","Upper 95 PI","57.734"
"Greenland","2026","Lower 95 PI","56.274"
"Greenland","2025","Medium","56.916"
"Greenland","2025","High","57.263"
"Greenland","2025","Low","56.569"
"Greenland","2025","Constant fertility","56.932"
"Greenland","2025","Instant replacement","57.132"
"Greenland","2025","Zero migration","57.278"
"Greenland","2025","Constant mortality","56.897"
"Greenland","2025","No change","56.913"
"Greenland","2025","Momentum","57.475"
"Greenland","2025","Instant replacement zero migration","57.495"
"Greenland","2025","Median PI","56.915"
"Greenland","2025","Upper 80 PI","57.274"
"Greenland","2025","Lower 80 PI","56.572"
"Greenland","2025","Upper 95 PI","57.465"
"Greenland","2025","Lower 95 PI","56.344"
"Greenland","2024","Medium","56.789"
"Greenland","2024","High","57.039"
"Greenland","2024","Low","56.539"
"Greenland","2024","Constant fertility","56.797"
"Greenland","2024","Instant replacement","56.941"
"Greenland","2024","Zero migration","57.049"
"Greenland","2024","Constant mortality","56.78"
"Greenland","2024","No change","56.788"
"Greenland","2024","Momentum","57.193"
"Greenland","2024","Instant replacement zero migration","57.202"
"Greenland","2024","Median PI","56.789"
"Greenland","2024","Upper 80 PI","57.04"
"Greenland","2024","Lower 80 PI","56.547"
"Greenland","2024","Upper 95 PI","57.174"
"Greenland","2024","Lower 95 PI","56.391"
"Greenland","2023","Medium","56.643"
"Greenland","2023","High","56.794"
"Greenland","2023","Low","56.493"
"Greenland","2023","Constant fertility","56.645"
"Greenland","2023","Instant replacement","56.731"
"Greenland","2023","Zero migration","56.799"
"Greenland","2023","Constant mortality","56.639"
"Greenland","2023","No change","56.641"
"Greenland","2023","Momentum","56.885"
"Greenland","2023","Instant replacement zero migration","56.888"
"Greenland","2023","Median PI","56.643"
"Greenland","2023","Upper 80 PI","56.791"
"Greenland","2023","Lower 80 PI","56.498"
"Greenland","2023","Upper 95 PI","56.874"
"Greenland","2023","Lower 95 PI","56.409"
"Greenland","2022","Medium","56.466"
"Greenland","2022","High","56.517"
"Greenland","2022","Low","56.416"
"Greenland","2022","Constant fertility","56.466"
"Greenland","2022","Instant replacement","56.495"
"Greenland","2022","Zero migration","56.516"
"Greenland","2022","Constant mortality","56.466"
"Greenland","2022","No change","56.466"
"Greenland","2022","Momentum","56.545"
"Greenland","2022","Instant replacement zero migration","56.545"
"Greenland","2022","Median PI","56.466"
"Greenland","2022","Upper 80 PI","56.514"
"Greenland","2022","Lower 80 PI","56.418"
"Greenland","2022","Upper 95 PI","56.542"
"Greenland","2022","Lower 95 PI","56.388"
"Greenland","2021","Medium","56.243"
"Greenland","2020","Medium","56.026"
"Greenland","2019","Medium","55.931"
"Greenland","2018","Medium","55.931"
"Greenland","2017","Medium","55.928"
"Greenland","2016","Medium","55.916"
"Greenland","2015","Medium","55.895"
"Greenland","2014","Medium","55.953"
"Greenland","2013","Medium","56.089"
"Greenland","2012","Medium","56.199"
"Greenland","2011","Medium","56.288"
"Greenland","2010","Medium","56.351"
"Greenland","2009","Medium","56.442"
"Greenland","2008","Medium","56.578"
"Greenland","2007","Medium","56.708"
"Greenland","2006","Medium","56.811"
"Greenland","2005","Medium","56.887"
"Greenland","2004","Medium","56.866"
"Greenland","2003","Medium","56.728"
"Greenland","2002","Medium","56.565"
"Greenland","2001","Medium","56.386"
"Greenland","2000","Medium","56.184"
"Greenland","1999","Medium","56.106"
"Greenland","1998","Medium","56.123"
"Greenland","1997","Medium","56.072"
"Greenland","1996","Medium","55.96"
"Greenland","1995","Medium","55.788"
"Greenland","1994","Medium","55.7"
"Greenland","1993","Medium","55.708"
"Greenland","1992","Medium","55.688"
"Greenland","1991","Medium","55.657"
"Greenland","1990","Medium","55.599"
"Greenland","1989","Medium","55.298"
"Greenland","1988","Medium","54.778"
"Greenland","1987","Medium","54.248"
"Greenland","1986","Medium","53.727"
"Greenland","1985","Medium","53.22"
"Greenland","1984","Medium","52.638"
"Greenland","1983","Medium","51.984"
"Greenland","1982","Medium","51.341"
"Greenland","1981","Medium","50.719"
"Greenland","1980","Medium","50.106"
"Greenland","1979","Medium","49.761"
"Greenland","1978","Medium","49.734"
"Greenland","1977","Medium","49.739"
"Greenland","1976","Medium","49.569"
"Greenland","1975","Medium","49.151"
"Greenland","1974","Medium","48.607"
"Greenland","1973","Medium","47.965"
"Greenland","1972","Medium","47.246"
"Greenland","1971","Medium","46.479"
"Greenland","1970","Medium","45.434"
"Greenland","1969","Medium","44.106"
"Greenland","1968","Medium","42.748"
"Greenland","1967","Medium","41.369"
"Greenland","1966","Medium","39.945"
"Greenland","1965","Medium","38.539"
"Greenland","1964","Medium","37.208"
"Greenland","1963","Medium","35.92"
"Greenland","1962","Medium","34.67"
"Greenland","1961","Medium","33.435"
"Greenland","1960","Medium","32.124"
"Greenland","1959","Medium","30.768"
"Greenland","1958","Medium","29.488"
"Greenland","1957","Medium","28.307"
"Greenland","1956","Medium","27.21"
"Greenland","1955","Medium","26.295"
"Greenland","1954","Medium","25.556"
"Greenland","1953","Medium","24.867"
"Greenland","1952","Medium","24.229"
"Greenland","1951","Medium","23.601"
"Greenland","1950","Medium","23.119"

