"Country or Area","Year(s)","Variant","Value"
"Greenland","2088","Constant fertility","48.503"
"Greenland","2088","Instant replacement","53.187"
"Greenland","2088","Zero migration","53.066"
"Greenland","2088","Constant mortality","39.062"
"Greenland","2088","No change","43.373"
"Greenland","2088","Momentum","57.12"
"Greenland","2088","Instant replacement zero migration","63.069"
"Greenland","2088","Median PI","44.067"
"Greenland","2088","Upper 80 PI","55.36"
"Greenland","2088","Lower 80 PI","35.944"
"Greenland","2088","Upper 95 PI","63.232"
"Greenland","2088","Lower 95 PI","31.73"
"Greenland","2087","Medium","44.353"
"Greenland","2087","High","60.987"
"Greenland","2087","Low","31.161"
"Greenland","2087","Constant fertility","48.669"
"Greenland","2087","Instant replacement","53.256"
"Greenland","2087","Zero migration","53.213"
"Greenland","2087","Constant mortality","39.421"
"Greenland","2087","No change","43.625"
"Greenland","2087","Momentum","57.123"
"Greenland","2087","Instant replacement zero migration","62.961"
"Greenland","2087","Median PI","44.353"
"Greenland","2087","Upper 80 PI","55.373"
"Greenland","2087","Lower 80 PI","36.309"
"Greenland","2087","Upper 95 PI","63.053"
"Greenland","2087","Lower 95 PI","32.215"
"Greenland","2086","Medium","44.639"
"Greenland","2086","High","60.876"
"Greenland","2086","Low","31.681"
"Greenland","2086","Constant fertility","48.835"
"Greenland","2086","Instant replacement","53.322"
"Greenland","2086","Zero migration","53.363"
"Greenland","2086","Constant mortality","39.781"
"Greenland","2086","No change","43.875"
"Greenland","2086","Momentum","57.132"
"Greenland","2086","Instant replacement zero migration","62.859"
"Greenland","2086","Median PI","44.639"
"Greenland","2086","Upper 80 PI","55.392"
"Greenland","2086","Lower 80 PI","36.708"
"Greenland","2086","Upper 95 PI","62.852"
"Greenland","2086","Lower 95 PI","32.709"
"Greenland","2085","Medium","44.925"
"Greenland","2085","High","60.77"
"Greenland","2085","Low","32.204"
"Greenland","2085","Constant fertility","49.014"
"Greenland","2085","Instant replacement","53.388"
"Greenland","2085","Zero migration","53.515"
"Greenland","2085","Constant mortality","40.135"
"Greenland","2085","No change","44.12"
"Greenland","2085","Momentum","57.15"
"Greenland","2085","Instant replacement zero migration","62.764"
"Greenland","2085","Median PI","44.924"
"Greenland","2085","Upper 80 PI","55.456"
"Greenland","2085","Lower 80 PI","37.12"
"Greenland","2085","Upper 95 PI","62.669"
"Greenland","2085","Lower 95 PI","33.192"
"Greenland","2084","Medium","45.215"
"Greenland","2084","High","60.671"
"Greenland","2084","Low","32.737"
"Greenland","2084","Constant fertility","49.2"
"Greenland","2084","Instant replacement","53.466"
"Greenland","2084","Zero migration","53.669"
"Greenland","2084","Constant mortality","40.492"
"Greenland","2084","No change","44.375"
"Greenland","2084","Momentum","57.169"
"Greenland","2084","Instant replacement zero migration","62.673"
"Greenland","2084","Median PI","45.215"
"Greenland","2084","Upper 80 PI","55.481"
"Greenland","2084","Lower 80 PI","37.517"
"Greenland","2084","Upper 95 PI","62.536"
"Greenland","2084","Lower 95 PI","33.649"
"Greenland","2083","Medium","45.508"
"Greenland","2083","High","60.581"
"Greenland","2083","Low","33.276"
"Greenland","2083","Constant fertility","49.386"
"Greenland","2083","Instant replacement","53.548"
"Greenland","2083","Zero migration","53.823"
"Greenland","2083","Constant mortality","40.851"
"Greenland","2083","No change","44.633"
"Greenland","2083","Momentum","57.195"
"Greenland","2083","Instant replacement zero migration","62.581"
"Greenland","2083","Median PI","45.508"
"Greenland","2083","Upper 80 PI","55.509"
"Greenland","2083","Lower 80 PI","37.923"
"Greenland","2083","Upper 95 PI","62.484"
"Greenland","2083","Lower 95 PI","34.082"
"Greenland","2082","Medium","45.803"
"Greenland","2082","High","60.498"
"Greenland","2082","Low","33.816"
"Greenland","2082","Constant fertility","49.571"
"Greenland","2082","Instant replacement","53.631"
"Greenland","2082","Zero migration","53.978"
"Greenland","2082","Constant mortality","41.217"
"Greenland","2082","No change","44.892"
"Greenland","2082","Momentum","57.221"
"Greenland","2082","Instant replacement zero migration","62.499"
"Greenland","2082","Median PI","45.804"
"Greenland","2082","Upper 80 PI","55.605"
"Greenland","2082","Lower 80 PI","38.346"
"Greenland","2082","Upper 95 PI","62.407"
"Greenland","2082","Lower 95 PI","34.539"
"Greenland","2081","Medium","46.102"
"Greenland","2081","High","60.419"
"Greenland","2081","Low","34.356"
"Greenland","2081","Constant fertility","49.755"
"Greenland","2081","Instant replacement","53.718"
"Greenland","2081","Zero migration","54.139"
"Greenland","2081","Constant mortality","41.586"
"Greenland","2081","No change","45.157"
"Greenland","2081","Momentum","57.252"
"Greenland","2081","Instant replacement zero migration","62.425"
"Greenland","2081","Median PI","46.102"
"Greenland","2081","Upper 80 PI","55.705"
"Greenland","2081","Lower 80 PI","38.725"
"Greenland","2081","Upper 95 PI","62.264"
"Greenland","2081","Lower 95 PI","35.007"
"Greenland","2080","Medium","46.398"
"Greenland","2080","High","60.343"
"Greenland","2080","Low","34.894"
"Greenland","2080","Constant fertility","49.937"
"Greenland","2080","Instant replacement","53.803"
"Greenland","2080","Zero migration","54.298"
"Greenland","2080","Constant mortality","41.956"
"Greenland","2080","No change","45.425"
"Greenland","2080","Momentum","57.286"
"Greenland","2080","Instant replacement zero migration","62.344"
"Greenland","2080","Median PI","46.398"
"Greenland","2080","Upper 80 PI","55.779"
"Greenland","2080","Lower 80 PI","39.094"
"Greenland","2080","Upper 95 PI","62.055"
"Greenland","2080","Lower 95 PI","35.427"
"Greenland","2079","Medium","46.697"
"Greenland","2079","High","60.272"
"Greenland","2079","Low","35.432"
"Greenland","2079","Constant fertility","50.121"
"Greenland","2079","Instant replacement","53.898"
"Greenland","2079","Zero migration","54.449"
"Greenland","2079","Constant mortality","42.334"
"Greenland","2079","No change","45.694"
"Greenland","2079","Momentum","57.324"
"Greenland","2079","Instant replacement zero migration","62.269"
"Greenland","2079","Median PI","46.698"
"Greenland","2079","Upper 80 PI","55.86"
"Greenland","2079","Lower 80 PI","39.507"
"Greenland","2079","Upper 95 PI","61.93"
"Greenland","2079","Lower 95 PI","35.878"
"Greenland","2078","Medium","46.992"
"Greenland","2078","High","60.206"
"Greenland","2078","Low","35.969"
"Greenland","2078","Constant fertility","50.31"
"Greenland","2078","Instant replacement","53.996"
"Greenland","2078","Zero migration","54.602"
"Greenland","2078","Constant mortality","42.71"
"Greenland","2078","No change","45.968"
"Greenland","2078","Momentum","57.364"
"Greenland","2078","Instant replacement zero migration","62.195"
"Greenland","2078","Median PI","46.992"
"Greenland","2078","Upper 80 PI","56.002"
"Greenland","2078","Lower 80 PI","39.905"
"Greenland","2078","Upper 95 PI","61.812"
"Greenland","2078","Lower 95 PI","36.381"
"Greenland","2077","Medium","47.283"
"Greenland","2077","High","60.145"
"Greenland","2077","Low","36.504"
"Greenland","2077","Constant fertility","50.498"
"Greenland","2077","Instant replacement","54.093"
"Greenland","2077","Zero migration","54.756"
"Greenland","2077","Constant mortality","43.09"
"Greenland","2077","No change","46.246"
"Greenland","2077","Momentum","57.411"
"Greenland","2077","Instant replacement zero migration","62.126"
"Greenland","2077","Median PI","47.283"
"Greenland","2077","Upper 80 PI","56.141"
"Greenland","2077","Lower 80 PI","40.345"
"Greenland","2077","Upper 95 PI","61.641"
"Greenland","2077","Lower 95 PI","36.869"
"Greenland","2076","Medium","47.575"
"Greenland","2076","High","60.084"
"Greenland","2076","Low","37.04"
"Greenland","2076","Constant fertility","50.682"
"Greenland","2076","Instant replacement","54.194"
"Greenland","2076","Zero migration","54.904"
"Greenland","2076","Constant mortality","43.471"
"Greenland","2076","No change","46.523"
"Greenland","2076","Momentum","57.464"
"Greenland","2076","Instant replacement zero migration","62.059"
"Greenland","2076","Median PI","47.575"
"Greenland","2076","Upper 80 PI","56.249"
"Greenland","2076","Lower 80 PI","40.784"
"Greenland","2076","Upper 95 PI","61.553"
"Greenland","2076","Lower 95 PI","37.326"
"Greenland","2075","Medium","47.87"
"Greenland","2075","High","60.026"
"Greenland","2075","Low","37.572"
"Greenland","2075","Constant fertility","50.866"
"Greenland","2075","Instant replacement","54.297"
"Greenland","2075","Zero migration","55.044"
"Greenland","2075","Constant mortality","43.855"
"Greenland","2075","No change","46.801"
"Greenland","2075","Momentum","57.52"
"Greenland","2075","Instant replacement zero migration","61.989"
"Greenland","2075","Median PI","47.87"
"Greenland","2075","Upper 80 PI","56.282"
"Greenland","2075","Lower 80 PI","41.141"
"Greenland","2075","Upper 95 PI","61.485"
"Greenland","2075","Lower 95 PI","37.763"
"Greenland","2074","Medium","48.16"
"Greenland","2074","High","59.969"
"Greenland","2074","Low","38.099"
"Greenland","2074","Constant fertility","51.049"
"Greenland","2074","Instant replacement","54.392"
"Greenland","2074","Zero migration","55.184"
"Greenland","2074","Constant mortality","44.239"
"Greenland","2074","No change","47.081"
"Greenland","2074","Momentum","57.577"
"Greenland","2074","Instant replacement zero migration","61.92"
"Greenland","2074","Median PI","48.16"
"Greenland","2074","Upper 80 PI","56.297"
"Greenland","2074","Lower 80 PI","41.506"
"Greenland","2074","Upper 95 PI","61.446"
"Greenland","2074","Lower 95 PI","38.211"
"Greenland","2073","Medium","48.442"
"Greenland","2073","High","59.91"
"Greenland","2073","Low","38.623"
"Greenland","2073","Constant fertility","51.227"
"Greenland","2073","Instant replacement","54.486"
"Greenland","2073","Zero migration","55.327"
"Greenland","2073","Constant mortality","44.62"
"Greenland","2073","No change","47.361"
"Greenland","2073","Momentum","57.635"
"Greenland","2073","Instant replacement zero migration","61.853"
"Greenland","2073","Median PI","48.442"
"Greenland","2073","Upper 80 PI","56.358"
"Greenland","2073","Lower 80 PI","41.887"
"Greenland","2073","Upper 95 PI","61.391"
"Greenland","2073","Lower 95 PI","38.72"
"Greenland","2072","Medium","48.721"
"Greenland","2072","High","59.852"
"Greenland","2072","Low","39.148"
"Greenland","2072","Constant fertility","51.403"
"Greenland","2072","Instant replacement","54.589"
"Greenland","2072","Zero migration","55.462"
"Greenland","2072","Constant mortality","45.005"
"Greenland","2072","No change","47.645"
"Greenland","2072","Momentum","57.697"
"Greenland","2072","Instant replacement zero migration","61.782"
"Greenland","2072","Median PI","48.721"
"Greenland","2072","Upper 80 PI","56.432"
"Greenland","2072","Lower 80 PI","42.288"
"Greenland","2072","Upper 95 PI","61.329"
"Greenland","2072","Lower 95 PI","39.231"
"Greenland","2071","Medium","48.996"
"Greenland","2071","High","59.796"
"Greenland","2071","Low","39.667"
"Greenland","2071","Constant fertility","51.574"
"Greenland","2071","Instant replacement","54.688"
"Greenland","2071","Zero migration","55.589"
"Greenland","2071","Constant mortality","45.384"
"Greenland","2071","No change","47.925"
"Greenland","2071","Momentum","57.756"
"Greenland","2071","Instant replacement zero migration","61.705"
"Greenland","2071","Median PI","48.996"
"Greenland","2071","Upper 80 PI","56.544"
"Greenland","2071","Lower 80 PI","42.698"
"Greenland","2071","Upper 95 PI","61.261"
"Greenland","2071","Lower 95 PI","39.726"
"Greenland","2070","Medium","49.267"
"Greenland","2070","High","59.736"
"Greenland","2070","Low","40.173"
"Greenland","2070","Constant fertility","51.742"
"Greenland","2070","Instant replacement","54.778"
"Greenland","2070","Zero migration","55.712"
"Greenland","2070","Constant mortality","45.764"
"Greenland","2070","No change","48.199"
"Greenland","2070","Momentum","57.812"
"Greenland","2070","Instant replacement zero migration","61.633"
"Greenland","2070","Median PI","49.266"
"Greenland","2070","Upper 80 PI","56.612"
"Greenland","2070","Lower 80 PI","43.097"
"Greenland","2070","Upper 95 PI","61.163"
"Greenland","2070","Lower 95 PI","40.211"
"Greenland","2069","Medium","49.536"
"Greenland","2069","High","59.673"
"Greenland","2069","Low","40.681"
"Greenland","2069","Constant fertility","51.91"
"Greenland","2069","Instant replacement","54.869"
"Greenland","2069","Zero migration","55.831"
"Greenland","2069","Constant mortality","46.143"
"Greenland","2069","No change","48.475"
"Greenland","2069","Momentum","57.865"
"Greenland","2069","Instant replacement zero migration","61.556"
"Greenland","2069","Median PI","49.537"
"Greenland","2069","Upper 80 PI","56.659"
"Greenland","2069","Lower 80 PI","43.511"
"Greenland","2069","Upper 95 PI","61.089"
"Greenland","2069","Lower 95 PI","40.656"
"Greenland","2068","Medium","49.797"
"Greenland","2068","High","59.608"
"Greenland","2068","Low","41.187"
"Greenland","2068","Constant fertility","52.071"
"Greenland","2068","Instant replacement","54.958"
"Greenland","2068","Zero migration","55.944"
"Greenland","2068","Constant mortality","46.511"
"Greenland","2068","No change","48.753"
"Greenland","2068","Momentum","57.917"
"Greenland","2068","Instant replacement zero migration","61.471"
"Greenland","2068","Median PI","49.797"
"Greenland","2068","Upper 80 PI","56.703"
"Greenland","2068","Lower 80 PI","43.911"
"Greenland","2068","Upper 95 PI","60.979"
"Greenland","2068","Lower 95 PI","41.068"
"Greenland","2067","Medium","50.05"
"Greenland","2067","High","59.538"
"Greenland","2067","Low","41.678"
"Greenland","2067","Constant fertility","52.227"
"Greenland","2067","Instant replacement","55.041"
"Greenland","2067","Zero migration","56.057"
"Greenland","2067","Constant mortality","46.876"
"Greenland","2067","No change","49.023"
"Greenland","2067","Momentum","57.967"
"Greenland","2067","Instant replacement zero migration","61.394"
"Greenland","2067","Median PI","50.05"
"Greenland","2067","Upper 80 PI","56.745"
"Greenland","2067","Lower 80 PI","44.318"
"Greenland","2067","Upper 95 PI","60.913"
"Greenland","2067","Lower 95 PI","41.551"
"Greenland","2066","Medium","50.302"
"Greenland","2066","High","59.465"
"Greenland","2066","Low","42.163"
"Greenland","2066","Constant fertility","52.386"
"Greenland","2066","Instant replacement","55.124"
"Greenland","2066","Zero migration","56.162"
"Greenland","2066","Constant mortality","47.242"
"Greenland","2066","No change","49.295"
"Greenland","2066","Momentum","58.012"
"Greenland","2066","Instant replacement zero migration","61.313"
"Greenland","2066","Median PI","50.302"
"Greenland","2066","Upper 80 PI","56.825"
"Greenland","2066","Lower 80 PI","44.725"
"Greenland","2066","Upper 95 PI","60.892"
"Greenland","2066","Lower 95 PI","42.054"
"Greenland","2065","Medium","50.547"
"Greenland","2065","High","59.394"
"Greenland","2065","Low","42.646"
"Greenland","2065","Constant fertility","52.538"
"Greenland","2065","Instant replacement","55.2"
"Greenland","2065","Zero migration","56.259"
"Greenland","2065","Constant mortality","47.596"
"Greenland","2065","No change","49.565"
"Greenland","2065","Momentum","58.051"
"Greenland","2065","Instant replacement zero migration","61.226"
"Greenland","2065","Median PI","50.548"
"Greenland","2065","Upper 80 PI","56.886"
"Greenland","2065","Lower 80 PI","45.133"
"Greenland","2065","Upper 95 PI","60.807"
"Greenland","2065","Lower 95 PI","42.484"
"Greenland","2064","Medium","50.794"
"Greenland","2064","High","59.322"
"Greenland","2064","Low","43.127"
"Greenland","2064","Constant fertility","52.693"
"Greenland","2064","Instant replacement","55.277"
"Greenland","2064","Zero migration","56.356"
"Greenland","2064","Constant mortality","47.943"
"Greenland","2064","No change","49.821"
"Greenland","2064","Momentum","58.082"
"Greenland","2064","Instant replacement zero migration","61.136"
"Greenland","2064","Median PI","50.794"
"Greenland","2064","Upper 80 PI","56.905"
"Greenland","2064","Lower 80 PI","45.56"
"Greenland","2064","Upper 95 PI","60.743"
"Greenland","2064","Lower 95 PI","42.916"
"Greenland","2063","Medium","51.034"
"Greenland","2063","High","59.248"
"Greenland","2063","Low","43.605"
"Greenland","2063","Constant fertility","52.85"
"Greenland","2063","Instant replacement","55.353"
"Greenland","2063","Zero migration","56.448"
"Greenland","2063","Constant mortality","48.282"
"Greenland","2063","No change","50.077"
"Greenland","2063","Momentum","58.105"
"Greenland","2063","Instant replacement zero migration","61.044"
"Greenland","2063","Median PI","51.034"
"Greenland","2063","Upper 80 PI","56.913"
"Greenland","2063","Lower 80 PI","45.946"
"Greenland","2063","Upper 95 PI","60.666"
"Greenland","2063","Lower 95 PI","43.353"
"Greenland","2062","Medium","51.267"
"Greenland","2062","High","59.175"
"Greenland","2062","Low","44.074"
"Greenland","2062","Constant fertility","53.005"
"Greenland","2062","Instant replacement","55.425"
"Greenland","2062","Zero migration","56.541"
"Greenland","2062","Constant mortality","48.612"
"Greenland","2062","No change","50.328"
"Greenland","2062","Momentum","58.129"
"Greenland","2062","Instant replacement zero migration","60.957"
"Greenland","2062","Median PI","51.267"
"Greenland","2062","Upper 80 PI","56.919"
"Greenland","2062","Lower 80 PI","46.284"
"Greenland","2062","Upper 95 PI","60.538"
"Greenland","2062","Lower 95 PI","43.761"
"Greenland","2061","Medium","51.499"
"Greenland","2061","High","59.105"
"Greenland","2061","Low","44.542"
"Greenland","2061","Constant fertility","53.162"
"Greenland","2061","Instant replacement","55.494"
"Greenland","2061","Zero migration","56.632"
"Greenland","2061","Constant mortality","48.941"
"Greenland","2061","No change","50.581"
"Greenland","2061","Momentum","58.148"
"Greenland","2061","Instant replacement zero migration","60.868"
"Greenland","2061","Median PI","51.499"
"Greenland","2061","Upper 80 PI","56.925"
"Greenland","2061","Lower 80 PI","46.621"
"Greenland","2061","Upper 95 PI","60.415"
"Greenland","2061","Lower 95 PI","44.124"
"Greenland","2060","Medium","51.732"
"Greenland","2060","High","59.036"
"Greenland","2060","Low","45.006"
"Greenland","2060","Constant fertility","53.316"
"Greenland","2060","Instant replacement","55.562"
"Greenland","2060","Zero migration","56.709"
"Greenland","2060","Constant mortality","49.267"
"Greenland","2060","No change","50.836"
"Greenland","2060","Momentum","58.166"
"Greenland","2060","Instant replacement zero migration","60.771"
"Greenland","2060","Median PI","51.732"
"Greenland","2060","Upper 80 PI","56.947"
"Greenland","2060","Lower 80 PI","46.985"
"Greenland","2060","Upper 95 PI","60.328"
"Greenland","2060","Lower 95 PI","44.515"
"Greenland","2059","Medium","51.961"
"Greenland","2059","High","58.968"
"Greenland","2059","Low","45.46"
"Greenland","2059","Constant fertility","53.467"
"Greenland","2059","Instant replacement","55.63"
"Greenland","2059","Zero migration","56.786"
"Greenland","2059","Constant mortality","49.587"
"Greenland","2059","No change","51.085"
"Greenland","2059","Momentum","58.187"
"Greenland","2059","Instant replacement zero migration","60.678"
"Greenland","2059","Median PI","51.961"
"Greenland","2059","Upper 80 PI","56.974"
"Greenland","2059","Lower 80 PI","47.374"
"Greenland","2059","Upper 95 PI","60.248"
"Greenland","2059","Lower 95 PI","44.973"
"Greenland","2058","Medium","52.185"
"Greenland","2058","High","58.904"
"Greenland","2058","Low","45.914"
"Greenland","2058","Constant fertility","53.627"
"Greenland","2058","Instant replacement","55.697"
"Greenland","2058","Zero migration","56.875"
"Greenland","2058","Constant mortality","49.904"
"Greenland","2058","No change","51.336"
"Greenland","2058","Momentum","58.197"
"Greenland","2058","Instant replacement zero migration","60.593"
"Greenland","2058","Median PI","52.186"
"Greenland","2058","Upper 80 PI","57.011"
"Greenland","2058","Lower 80 PI","47.722"
"Greenland","2058","Upper 95 PI","60.09"
"Greenland","2058","Lower 95 PI","45.436"
"Greenland","2057","Medium","52.413"
"Greenland","2057","High","58.848"
"Greenland","2057","Low","46.371"
"Greenland","2057","Constant fertility","53.791"
"Greenland","2057","Instant replacement","55.772"
"Greenland","2057","Zero migration","56.962"
"Greenland","2057","Constant mortality","50.218"
"Greenland","2057","No change","51.583"
"Greenland","2057","Momentum","58.206"
"Greenland","2057","Instant replacement zero migration","60.51"
"Greenland","2057","Median PI","52.413"
"Greenland","2057","Upper 80 PI","57.052"
"Greenland","2057","Lower 80 PI","48.066"
"Greenland","2057","Upper 95 PI","59.971"
"Greenland","2057","Lower 95 PI","45.869"
"Greenland","2056","Medium","52.643"
"Greenland","2056","High","58.801"
"Greenland","2056","Low","46.828"
"Greenland","2056","Constant fertility","53.957"
"Greenland","2056","Instant replacement","55.854"
"Greenland","2056","Zero migration","57.047"
"Greenland","2056","Constant mortality","50.526"
"Greenland","2056","No change","51.827"
"Greenland","2056","Momentum","58.219"
"Greenland","2056","Instant replacement zero migration","60.433"
"Greenland","2056","Median PI","52.643"
"Greenland","2056","Upper 80 PI","57.101"
"Greenland","2056","Lower 80 PI","48.439"
"Greenland","2056","Upper 95 PI","59.94"
"Greenland","2056","Lower 95 PI","46.284"
"Greenland","2055","Medium","52.873"
"Greenland","2055","High","58.761"
"Greenland","2055","Low","47.279"
"Greenland","2055","Constant fertility","54.123"
"Greenland","2055","Instant replacement","55.938"
"Greenland","2055","Zero migration","57.13"
"Greenland","2055","Constant mortality","50.832"
"Greenland","2055","No change","52.074"
"Greenland","2055","Momentum","58.236"
